화장실명,구분명,소재지도로명주소,소재지지번주소,개방시간,개방시간상세,비상벨설치여부,전화번호,위도,경도
강정청소년문화의집,개방화장실,제주특별자치도 서귀포시 강정통물로 112,,정시,09:00~20:00,Y,0647604902,33.2371881,126.4776858
갑문소공원(한도교화장실),개방화장실,제주특별자치도 서귀포시 성산읍 성산등용로 65,,상시,,Y,0647604281,33.4677636,126.9291494
붉은오름자연휴양림4,개방화장실,제주특별자치도 표선면 남조로 1487-73,,상시,,Y,0647603552,33.4014323,126.6756956
국립농산물품질관리원 제주지원 서귀포사무소,개방화장실,제주특별자치도 서귀포시 신효중앙로17,,정시,09:00~18:00,N,0647354900,33.2655856,126.6135481
공천포전지훈련센터(사무실),개방화장실,제주특별자치도 서귀포시 신례로 96,,정시,09:00~18:00,Y,0647603665,33.2768320,126.6409232
모구리야영장(관리사무소),개방화장실,제주특별자치도 서귀포시 성산읍 서성일로 260,,정시,08:00~22:00,Y,0647603408,33.4066282,126.8221590
가파도 공중화장실,개방화장실,제주특별자치도 서귀포시 대정읍 가파리 533-1,,상시,,Y,0647604085,33.1642787,126.2712530
미래1공원 공중화장실,개방화장실,제주특별자치도 서귀포시 서호동 1150,,상시,,Y,0647603193,33.2591726,126.5128012
김정문화회관,개방화장실,제주특별자치도 서귀포시 김정문화로 36,,정시,09:00~18:00,N,0647603561,33.2510685,126.5086639
효돈동주민센터,개방화장실,제주특별자치도 서귀포시 하효동 152-1,,정시,09:00~18:00,N,0647604627,33.2631999,126.6155420
섭지코지,개방화장실,제주특별자치도 서귀포시 성산읍 섭지코지로 262,,상시,,Y,0647604281,33.4236335,126.9297312
서귀포도립해양공원,개방화장실,제주특별자치도 서귀포시 남성중로 41(서홍동),,상시,,Y,0647602917,33.2401509,126.5585990
서귀포기적의도서관,개방화장실,제주특별자치도 서귀포시 일주동로 8593,,정시,09:00~18:00,N,0647603723,33.2543152,126.5699892
베릿내,개방화장실,제주특별자치도 서귀포시 중문동 2631-2,,상시,,Y,0647606535,33.2445805,126.4192812
송악산 부남코지 화장실,개방화장실,제주특별자치도 서귀포시 대정읍 최남단해안로 548-88,,상시,,Y,0647602197,33.1989388,126.2933595
삼매봉공원 공중화장실(1),개방화장실,제주특별자치도 서귀포시 서홍동 780-1,,상시,,Y,0647603193,33.2415415,126.5477974
법환청소년문화의집,개방화장실,제주특별자치도 서귀포시 막숙포로 70-1,,정시,09:00~20:00,Y,0647604894,33.2355498,126.5141276
영어교육도시 2호 근린공원,개방화장실,제주특별자치도 서귀포시 구억리 1144,,상시,,Y,0647603051,33.2856566,126.2851928
법환야외공연장 공용화장실,공중화장실,제주특별자치도 서귀포시 법환동 163-8번지선 공유수면,,상시,,Y,0647604771,33.2357895,126.5151291
천지연매표소,개방화장실,제주특별자치도 서귀포시 남성중로 2-15,,정시,09:00~22:00,Y,0647606308,33.2447168,126.5595511
안덕청소년문화의집,개방화장실,제주특별자치도 안덕면 화순로56번길 20,,정시,09:00~18:00,Y,0647604391,33.2496069,126.3370700
성산포항여객터미널,개방화장실,제주특별자치도 서귀포시 성산읍 성산등용로 130-21,,정시,06:00~21:00,Y,0647602765,33.4729280,126.9345061
월드컵경기장-입구(광장),개방화장실,제주특별자치도 서귀포시 월드컵로33,,상시,,Y,0647603582,33.2462194,126.5092753
혼인지,개방화장실,제주특별자치도  서귀포시 성산읍 온평리 1702-1,,정시,09:00~18:00,Y,0647603576,33.4149697,126.8949184
대평버스정류소,개방화장실,제주특별자치도 안덕면 대평감산로 4,,상시,,Y,0647604363,33.2351984,126.3671388
서복전시관,개방화장실,제주특별자치도 서귀포시 칠십리로 156-8,,정시,09:00~18:00,N,0647606361,33.2448092,126.5706571
표선청소년문화의집,개방화장실,제주특별자치도 서귀포시 표선면 표선중앙로 13,,정시,09:00~20:00,Y,0647604492,33.3315725,126.8304339
중앙공영주차빌딩,공중화장실,제주특별자치도 서귀포시 서귀동 291-2,,상시,,Y,0647603132,33.2499003,126.5622567
기당미술관,개방화장실,제주특별자치도 서귀포시 남성중로153번길 15,,정시,09:00~18:00,N,0647606561,33.2447972,126.5511934
서귀포강정크루즈터미널 1층대합실(북),개방화장실,제주특별자치도 서귀포시 말질로 261,,정시,09:00~18:00,Y,0647208544,33.2283529,126.4774399
서귀포강정크루즈터미널 1층 입국장(동),개방화장실,제주특별자치도 서귀포시 말질로 261,,정시,09:00~18:00,Y,0647208544,33.2283529,126.4774399
영어교육도시 1호 근린공원,개방화장실,제주특별자치도 서귀포시 구억리 1107,,상시,,Y,0647603051,33.2969170,126.2840210
대원빌딩,개방화장실,제주특별자치도 서귀포시 서귀동 418-5,,상시,,Y,0647606535,33.2470549,126.5634169
서귀포시서부종합사회복지관,개방화장실,제주특별자치도 서귀포시 대정읍 신영로23,,정시,09:00~18:00,Y,0647602524,33.2239029,126.2478791
붉은오름자연휴양림3,개방화장실,제주특별자치도 표선면 남조로 1487-73,,상시,,Y,0647603552,33.4014323,126.6756956
제지기오름,개방화장실,제주특별자치도 서귀포시 보목동 275-1,,상시,,Y,0647606535,33.2417709,126.6100786
신산보건진료소,개방화장실,제주특별자치도 서귀포시 성산읍 환해장성로111번길 21-12,,정시,09:00~18:00,N,0647606380,33.3822360,126.8773483
남원생활체육관-외부,개방화장실,제주특별자치도 태위로 551-28,,정시,09:00~18:00,Y,0647603652,33.2781068,126.7052440
남원적십자봉사회,개방화장실,제주특별자치도 서귀포시 남원읍 남태해안로 65,,상시,,N,0647603943,33.2764983,126.7132770
신평보건진료소,개방화장실,제주특별자치도 서귀포시 대정읍 중산간서로 2600,,정시,09:00~18:00,N,0647606387,33.2659606,126.2593530
강쉐프의 키친,개방화장실,제주특별자치도 서귀포시 대한로 558,,상시,,N,0647603943,33.2763284,126.2442438
돈내코야영장화장실,개방화장실,제주특별자치도 서귀포시 돈내코로 128,,상시,,Y,0647604655,33.3008439,126.5836586
안덕보건지소,개방화장실,제주특별자치도 서귀포시 안덕면 화순로 화순중앙로12번길30-9,,정시,09:00~18:00,N,0647606262,,
평화대공원,개방화장실,제주특별자치도 서귀포시  대정읍 상모리 1607-11,,상시,,Y,0647604067,33.2050317,126.2776689
한라산둘레길안내센터,개방화장실,제주특별자치도 표선면 남조로 1487-73,,상시,,Y,0647603552,33.4014323,126.6756956
중문오일시장,공중화장실,제주특별자치도 서귀포시 천제연로188번길 12 (중문동),,상시,,Y,0647602634,33.2505829,126.4239475
안덕면사무소,개방화장실,제주특별자치도 안덕면 화순서서로 74,,정시,09:00~22:00,Y,0647604312,33.2575815,126.3306244
감귤박물관 쿠키머핀체험장 화장실,개방화장실,제주특별자치도 서귀포시 효돈순환로 441,,정시,09:00~18:00,Y,0647606400,33.2715930,126.6074285
안덕산방도서관,개방화장실,제주특별자치도 서귀포시 안덕면 화순서서로 44,,정시,09:00~22:00,N,0647603744,33.2550532,126.3306510
충혼묘지,개방화장실,제주특별자치도 남원읍 남조로 973,,정시,09:00~18:00,Y,0647604136,33.3591180,126.6920529
천지동 주민센터,개방화장실,제주특별자치도 서귀포시 중정로47번길 3,,정시,09:00~18:00,Y,0647604592,33.2477615,126.5611768
동부농업기술센터 농기계임대사업소 분소(성읍)1층,개방화장실,제주특별자치도 제주특별자치도 서귀포시 표선면 성읍리 434-3,,정시,09:00~18:00,N,0647607613,33.4009132,126.8091371
남원생활체육관-내부,개방화장실,제주특별자치도 태위로 551-28,,정시,09:00~18:00,Y,0647603652,33.2781068,126.7052440
성산포항 공중화장실,개방화장실,제주특별자치도 서귀포시 성산읍 성산등용로 130-21,,상시,,Y,0647602765,33.4729280,126.9345061
서귀주유소,개방화장실,제주특별자치도 서귀포시 중정로 122(서귀동),,상시,,Y,0647606535,33.2483453,126.5690978
대정읍사무소,개방화장실,제주특별자치도 서귀포시 대정읍 하모중앙로 20,,정시,09:00~18:00,Y,0647604015,33.2265057,126.2519170
외통체육공원,개방화장실,제주특별자치도 서귀포시 신효동 1191-1,,상시,,Y,0647606535,33.2682043,126.6083408
성산연립 상가,개방화장실,제주특별자치도 서귀포시 강정동 178-1,,상시,,Y,0647606535,33.2509912,126.5049760
솜반천관리상황실,개방화장실,제주특별자치도 서귀포시 서홍로64,,상시,,Y,0647604726,33.2535389,126.5535542
의귀보건진료소,개방화장실,제주특별자치도 서귀포시 남원읍 한신로 201,,정시,09:00~18:00,N,0647606373,33.3101669,126.7127222
수산보건진료소,개방화장실,제주특별자치도 서귀포시 성산읍 수산서남로 17-1,,정시,09:00~18:00,N,0647606383,33.4460276,126.8827174
마라도유람선(유양해상),개방화장실,제주특별자치도 서귀포시 대정읍 송악관광로 424,,상시,,N,0647603943,33.2073983,126.2905198
송산청소년문화의집,개방화장실,제주특별자치도 서귀포시 소암로 4,,정시,09:00~20:00,Y,0647604891,33.2450329,126.5660061
대정매일시장,개방화장실,제주특별자치도 서귀포시 대정읍 영서중로 12,,상시,,Y,0647604083,33.2210703,126.2550301
강정크루즈터미널 주민 편익시설 화장실,개방화장실,제주특별자치도 서귀포시 강정동 4655-1 (1층),,정시,09:00~18:00,N,0647603943,33.2282734,126.4769659
붉은오름자연휴양림2,개방화장실,제주특별자치도 표선면 남조로 1487-73,,상시,,Y,0647603552,33.4014323,126.6756956
성읍보건진료소,개방화장실,제주특별자치도 서귀포시 표선면 성읍정의현로 88-10,,정시,09:00~18:00,N,0647606377,33.3904600,126.8019732
남원청소년문화의집,개방화장실,제주특별자치도 서귀포시 남원읍 남원체육관로 221번길 16,,정시,09:00~18:00,Y,0647603403,33.2809667,126.7090918
강정보건지소,개방화장실,제주특별자치도 서귀포시 강정통물로 125-11,,정시,09:00~18:00,N,0647606593,33.2376002,126.4772283
표선해수욕장(샤워장),개방화장실,제주특별자치도 민속해안로 615,,정시,09:00~18:00,Y,0647604463,33.3251452,126.8400705
무릉문화의집,개방화장실,제주특별자치도 서귀포시 대정읍 서삼중로 128,,정시,09:00~18:00,Y,0647604012,33.2734604,126.1989563
노을과어울림(구 도원횟집),개방화장실,제주특별자치도 서귀포시 대정읍 노을해안로 638,,상시,,N,0647603943,33.2707382,126.1759361
신도연못 옆,개방화장실,제주특별자치도 서귀포시 대정읍 신도리3138,,상시,,Y,0647603943,33.2805537,126.1779580
서귀포자연휴양림1,개방화장실,제주특별자치도 서귀포시 대포동 산1-8,,상시,,Y,0647603063,33.3107804,126.4597765
동산위의 교회,개방화장실,제주특별자치도 서귀포시 엉또로 109(강정동),,상시,,N,0647603943,33.2666654,126.4978106
돈내코사무실화장실,개방화장실,제주특별자치도 서귀포시 돈내코로 114,,상시,,Y,0647604655,33.3002410,126.5847678
모슬포(대정)오일시장,개방화장실,제주특별자치도 서귀포시 대정읍 신영로36번길 69-11,,상시,,Y,0647604083,33.2205672,126.2474831
신평편의점,개방화장실,제주특별자치도 서귀포시 대정읍 중산간서로 2634,,정시,06:00~24:00,N,0647603943,33.2661441,126.2572969
홍로공영주차빌딩,공중화장실,제주특별자치도 서귀포시 동홍동 1480-6,,상시,,Y,0647603132,33.2559278,126.5613304
"강창학종합경기장(A,B)",개방화장실,제주특별자치도 서귀포시 중산간서로 95 (강정동),,상시,,Y,0647603797,33.2598741,126.5017753
악근천(풍림콘도 -동쪽 바로 옆),개방화장실,제주특별자치도 서귀포시 강정동 5628 (신축),,상시,,Y,0647606535,33.2564947,126.4896278
강창학종합경기장-인라인경기장,개방화장실,제주특별자치도 서귀포시 중산간서로 95 (강정동),,상시,,Y,0647603795,33.2598741,126.5017753
치유의 숲 힐링센터,개방화장실,제주특별자치도 서귀포시 산록남로 2271,,상시,,Y,0647603773,33.2919386,126.5279023
삼매봉도서관,개방화장실,제주특별자치도 서귀포시 남성중로153번길 15,,정시,09:00~22:00,N,0647603703,33.2447972,126.5511934
송산동주민센터,개방화장실,제주특별자치도 서귀포시 소암로 4,,상시,,Y,0647604513,33.2450329,126.5660061
화순항종합관리센터,개방화장실,제주특별자치도 서귀포시 화순해안로 106번길 16,,정시,08:00~19:00,Y,0647602765,33.2369971,126.3352352
대정청소년수련관,개방화장실,제주특별자치도 서귀포시 대정읍 동일하모로149번길 21-8,,정시,09:00~20:00,Y,0647606423,33.2278859,126.2477291
이중섭미술관,개방화장실,제주특별자치도 서귀포시 이중섭로 27-3,,정시,09:00~18:00,N,0647603567,33.2458616,126.5648746
송악산주차장,개방화장실,제주특별자치도 서귀포시 대정읍 최남단해안로 571,,상시,,Y,0647604067,33.2068189,126.2891836
모슬포토요시장,개방화장실,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 16,,상시,,Y,0647604083,33.2179503,126.2507316
성산보건지소,개방화장실,제주특별자치도 서귀포시 성산읍 고성오조로 42,,정시,09:00~18:00,N,0647606151,33.4465549,126.9157478
서귀포강정크루즈터미널 2층 대합실,개방화장실,제주특별자치도 서귀포시 말질로 261,,정시,09:00~18:00,Y,0647208544,33.2283529,126.4774399
서귀포자연휴양림,개방화장실,제주특별자치도 서귀포시 대포동 산1-8,,상시,,Y,0647603063,33.3107804,126.4597765
한남보건진료소,개방화장실,제주특별자치도 서귀포시 남원읍 남한로420번길 13,,정시,09:00~18:00,N,0647606372,33.3116445,126.6975587
서귀포자연휴양림,개방화장실,제주특별자치도 서귀포시 대포동 산1-8,,상시,,Y,0647603063,33.3107804,126.4597765
주상절리대화장실,개방화장실,제주특별자치도 서귀포시 이어도로 36-30,,정시,09:00~18:00,Y,0647606351,33.2379944,126.4260177
샛기정공원 공중화장실,개방화장실,제주특별자치도 서귀포시 태평로388,,상시,,Y,0647604543,33.2442048,126.5617509
중앙식육식당,개방화장실,제주특별자치도 서귀포시 남원읍 태위로 138,,상시,,N,0647603943,33.2747954,126.6621782
대수산봉,개방화장실,제주특별자치도 서귀포시 성산읍 고성리2039-1,,상시,,Y,0647603943,33.4382886,126.9036165
면 주민자치센터,개방화장실,제주특별자치도 안덕면 화순서서로 74,,정시,09:00~22:00,Y,0647604315,33.2575815,126.3306244
효돈축구공원,개방화장실,제주특별자치도 서귀포시 효돈순환로311-29,,상시,,Y,0647603319,33.2583646,126.6103691
은빌레펜션,개방화장실,제주특별자치도 서귀포시 남원읍 한신로 247-3,,상시,,N,0647606535,33.3117525,126.7167987
태흥3리 마을회관,개방화장실,제주특별자치도 서귀포시 남원읍 삼덕로 3,,정시,09:00~17:00,N,0647603943,33.2935918,126.7584735
표선공설묘지,개방화장실,제주특별자치도 성읍리 140,,상시,,Y,0647604463,33.4300372,126.8120570
서귀포시동홍생활체육관(천지학생체육관),개방화장실,제주특별자치도 서귀포시 중앙로 140 (동홍동),,정시,06:00~22:00,Y,0647625230,33.2570173,126.5631080
서귀포예술의전당,개방화장실,제주특별자치도 서귀포시 태평로 270,,정시,09:00~18:00,Y,0647603362,33.2463334,126.5507911
신도리어촌계식당,개방화장실,제주특별자치도 서귀포시 대정읍 노을해안로 724,,상시,,N,0647606535,33.2764935,126.1710434
창천리 남당물,개방화장실,제주특별자치도 안덕면 일주서로 1407-12,,상시,,Y,0647604363,33.2603306,126.3637482
안덕계곡,개방화장실,제주특별자치도 안덕면 일주서로 1519,,상시,,Y,0647604363,33.2582460,126.3539487
감귤홍보관,개방화장실,제주특별자치도 중산간동로 7413,,정시,10:00~17:00,Y,0647607815,33.2879719,126.6077967
마라도화장실-1(자리덕),개방화장실,제주특별자치도 서귀포시 대정읍 마라로 34,,상시,,Y,0647604085,33.1207045,126.2669062
천지공원 화장실,개방화장실,제주특별자치도 서귀포시 서문서로 43,,상시,,Y,0647604603,33.2511840,126.5585141
문화1공원 공중화장실,개방화장실,제주특별자치도 서귀포시 강정동 123,,상시,,Y,0647603193,33.2597535,126.5088003
성산일출도서관,개방화장실,제주특별자치도 서귀포시 성산읍 고성오조로 133,,정시,08:00~22:00,N,0647603764,33.4552736,126.9122971
모구리야영장(대피소),개방화장실,제주특별자치도 서귀포시 성산읍 서성일로 260,,상시,,Y,0647603408,33.4066282,126.8221590
독자봉,개방화장실,제주특별자치도 서귀포시 성산읍 신산리1785,,상시,,Y,0647603943,33.3878622,126.8542920
신례보건진료소,개방화장실,제주특별자치도 서귀포시 남원읍 신례중앙로 36-3,,정시,09:00~18:00,N,0647606371,33.2879534,126.6262404
대평보건진료소,개방화장실,제주특별자치도 서귀포시 안덕면 대평 감산로 19,,정시,09:00~18:00,N,0647606394,33.2363231,126.3663143
서귀포시가족센터,개방화장실,제주특별자치도 서귀포시 서호남로 12(서호동),,정시,09:00~18:00,Y,0647602472,33.2499174,126.5131997
"감귤박물관 화장실(1,2층)",개방화장실,제주특별자치도 서귀포시 효돈순환로 441,,정시,09:00~18:00,Y,0647606400,33.2715930,126.6074285
돈내코 평궤 화장실,개방화장실,제주특별자치도 서귀포시 상효동 산1-2,,상시,,N,0647107826,33.3494442,126.5497234
표선생활체육관(실외),개방화장실,제주특별자치도 한마음초등로 399,,상시,,Y,0647604463,33.3545660,126.8138660
대정체육관-본관,개방화장실,제주특별자치도 서귀포시 대정읍 암반수마농로 419,,정시,09:00~18:00,Y,0647604016,33.2621009,126.2343521
감사위원회건물,개방화장실,제주특별자치도  서귀포시 법환동 731,,정시,09:00~18:00,N,0647106115,33.2555565,126.5104242
서귀포오일시장-4 (주차빌딩),공중화장실,제주특별자치도 서귀포시 토평서로11번길 150 (동홍동),,상시,,Y,0647602634,33.2665213,126.5732903
천지연주차장,개방화장실,제주특별자치도 서귀포시 남성중로 2,,상시,,Y,0647606308,,
영실 휴게소옆 화장실,개방화장실,제주특별자치도 서귀포시 영실로 226,,상시,,Y,0647107826,33.3386324,126.4791729
맹살체육공원,개방화장실,제주특별자치도 서귀포시 하효동 4308,,상시,,Y,0647606535,,
모구리야영장(가족영지),개방화장실,제주특별자치도 서귀포시 성산읍 서성일로 260,,상시,,Y,0647603408,33.4066282,126.8221590
신도보건진료소,개방화장실,제주특별자치도 서귀포시 대정읍 도원로 37,,정시,09:00~18:00,N,0647606386,33.2774856,126.1742632
나드리마트,개방화장실,제주특별자치도 서귀포시 동홍중앙로 77,,상시,,N,0647606535,33.2575150,126.5718289
서귀포강정크루즈터미널 1층대합실(남),개방화장실,제주특별자치도 서귀포시 말질로 261,,정시,09:00~18:00,Y,0647208544,33.2283529,126.4774399
소남머리,개방화장실,제주특별자치도 서귀포시 송산동 99-2,,상시,,Y,0647606535,33.2509511,126.6047760
신천리해녀탈의장,개방화장실,제주특별자치도 서귀포시 성산읍 신천동로 130,,상시,,N,0647603943,33.3494510,126.8635947
강정어촌계 공중화장실,개방화장실,제주특별자치도 서귀포시 말질로 281,,상시,,Y,0647604797,33.2279821,126.4753120
대평포구,개방화장실,제주특별자치도 안덕면 난드르로 82,,상시,,Y,0647604363,33.2374054,126.3615082
서귀포강정크루즈터미널 1층 입국장(서),개방화장실,제주특별자치도 서귀포시 말질로 261,,정시,09:00~18:00,Y,0647208544,33.2283529,126.4774399
혁신LH1단지상가동,개방화장실,제주특별자치도 서귀포시 서호남로 92-15,,상시,,Y,0647606535,33.2496038,126.5236555
회수  미니수영장,개방화장실,제주특별자치도 서귀포시 회수동 355-1,,상시,,Y,0647606535,33.2631968,126.4472171
중문보건지소,개방화장실,제주특별자치도 서귀포시 천제연로 277,,정시,09:00~18:00,Y,0647606066,33.2513888,126.4346930
쏠레민박,개방화장실,제주특별자치도 서귀포시 성산읍 성산등용로 96-1,,정시,09:00~18:00,N,0647603943,33.4701270,126.9301202
동광공원 공중화장실,개방화장실,제주특별자치도 서귀포시 동홍동 100-3,,상시,,Y,0647603193,33.2575189,126.5766000
서귀포선박기관장협의회 사무실,개방화장실,제주특별자치도 서귀포시 서귀동 673-5,,상시,,Y,0647606536,33.2400352,126.5619572
서광서보건진료소,개방화장실,제주특별자치도 서귀포시 안덕면중산간서로 2118,,정시,09:00~18:00,N,0647606392,33.2842257,126.2991502
동홍동 행정 복지센터,개방화장실,제주특별자치도 동홍로 104,,정시,09:00~18:00,Y,0647604692,33.2578531,126.5689194
서귀포자연휴양림,개방화장실,제주특별자치도 서귀포시 대포동 산1-8,,상시,,Y,0647603063,33.3107804,126.4597765
구억보건진료소,개방화장실,제주특별자치도 서귀포시 대정읍 중산간서로 2364,,정시,09:00~18:00,N,0647606389,33.2742473,126.2798232
마라도화장실-2(관광쉼터),개방화장실,제주특별자치도 서귀포시 대정읍 마라로 129(131),,상시,,Y,0647604085,33.1140076,126.2680381
서귀북초등학교야외,개방화장실,제주특별자치도 서귀포시 서홍동 308-1,,상시,,Y,0647606535,33.2601916,126.5586949
일출고성운동장,개방화장실,제주특별자치도 서귀포시 성산읍 서성일로1222번길 36,,상시,,Y,0647604218,33.4448493,126.9120142
마라보건진료소,개방화장실,제주특별자치도 서귀포시 대정읍 마라로101번길22,,정시,09:00~18:00,N,0647606385,33.1165348,126.2671941
동홍청소년문화의집,개방화장실,제주특별자치도 서귀포시 중산간동로 7950,,정시,09:00~20:00,Y,0647603476,33.2662851,126.5670489
"청수빌딩(정원다방, 채플린)",개방화장실,제주특별자치도 서귀포시 서귀동 204-2,,상시,,Y,0647606535,33.2482762,126.5662121
대정체육관-야외,개방화장실,제주특별자치도 서귀포시 대정읍 암반수마농로 419,,상시,,Y,0647604016,33.2621009,126.2343521
속골,개방화장실,제주특별자치도 서귀포시 호근동 1645,,상시,,Y,0647603943,33.2414252,126.5268469
토산2리사무소,개방화장실,제주특별자치도 서귀포시 표선면 토산중앙로16번길 1,,정시,09:00~17:00,N,0647603943,33.3088750,126.7797207
하용머리화장실,개방화장실,제주특별자치도 서귀포시 안덕면 사계리 116-5,,정시,09:00~18:00,Y,0647606324,33.2334258,126.3127642
쇠소깍 안내소 화장실,개방화장실,제주특별자치도  서귀포시 하효동 997,,상시,,Y,0647604642,33.2514238,126.6222849
추사김정희유배지,개방화장실,제주특별자치도 서귀포시 대정읍 추사로 44,,정시,09:00~18:00,Y,0647603406,33.2497961,126.2784940
동백꽃필무렵,개방화장실,제주특별자치도 서귀포시 위미중앙로 300번길 8,,정시,09:00~18:00,N,0647603943,33.2729051,126.6743260
쇠소깍화장실(던킨앞),개방화장실,제주특별자치도  서귀포시 하효동 995,,상시,,Y,0647604642,33.2522502,126.6230066
서부도서관,개방화장실,제주특별자치도 서귀포시 중문관광로 346(중문동),,정시,08:00~22:00,N,0647603713,33.2509475,126.4321520
정모시쉼터 공중화장실2,개방화장실,제주특별자치도 서귀포시 서귀동 109,,상시,,Y,0647604543,33.2463398,126.5715675
솔오름전망대,개방화장실,제주특별자치도 서귀포시 동홍동 2149,,상시,,Y,0647606535,33.2909689,126.5550122
서귀포자연휴양림2,개방화장실,제주특별자치도 서귀포시 대포동 산1-8,,상시,,Y,0647603063,33.3107804,126.4597765
서귀포종합사회복지관,개방화장실,제주특별자치도 서귀포시 태평로 512번길 9,,정시,09:00~18:00,Y,0647602524,33.2499541,126.5742226
발자국화석관리사무소,개방화장실,제주특별자치도 서귀포시 대정읍 형제해안로 192,,정시,09:00~18:00,Y,0647106655,33.2173594,126.2931353
서홍동 생태놀이터 아이뜨락 화장실,개방화장실,제주특별자치도 서귀포시 서홍동 1614-8,,상시,,Y,0647606535,33.2645071,126.5535547
붉은오름자연휴양림1,개방화장실,제주특별자치도 표선면 남조로 1487-73,,상시,,Y,0647603552,33.4014323,126.6756956
정방폭포화장실,개방화장실,제주특별자치도 서귀포시 칠십리로 214번길 35-1,,상시,,Y,0647606341,33.2446058,126.5732259
서귀포보건소,개방화장실,제주특별자치도 서귀포시 중앙로101번길 52,,정시,09:00~18:00,N,0647606014,33.2534813,126.5553573
천제연화장실,개방화장실,제주특별자치도 서귀포시 천제연로 132,,상시,,Y,0647606331,33.2526755,126.4183742
생태체험관,개방화장실,제주특별자치도 서귀포시 예래로213,,상시,,Y,0647604853,33.2444721,126.3908491
산지물 야외화장실,개방화장실,제주특별자치도 중산간동로 7971-1(동홍동 1285),,상시,,Y,0647604692,33.2643795,126.5650294
천지공영주차빌딩,공중화장실,"제주특별자치도 서귀포시 서귀동 305-1, 300-19",,상시,,Y,0647603132,,
서귀포오일시장-사무실,개방화장실,제주특별자치도 서귀포시 토평서로11번길 150 (동홍동),,상시,,Y,0647602634,33.2665213,126.5732903
칠십리공원 공중화장실(2),개방화장실,제주특별자치도 서귀포시 서홍동 647-4,,상시,,Y,0647603193,33.2435975,126.5580017
황개천 옆,개방화장실,제주특별자치도 서귀포시 안덕면 감산리1903,,상시,,Y,0647603943,33.2393744,126.3444056
아랑조을거리 공영주차빌딩,공중화장실,제주특별자치도 서귀포시 서귀동 312-5,,상시,,Y,0647603132,33.2478025,126.5603449
가파보건진료소,개방화장실,제주특별자치도 서귀포시 대정읍 가파로67번길30,,정시,09:00~18:00,N,0647606384,33.1680329,126.2717085
정방동주민센터 공중화장실,개방화장실,제주특별자치도 서귀포시 태평로421번길 7,,정시,09:00~18:00,Y,0647604543,33.2458604,126.5651044
서귀포오일시장-2,공중화장실,제주특별자치도 서귀포시 토평서로11번길 150 (동홍동),,상시,,Y,0647602634,33.2665213,126.5732903
서귀포시혁신도시국민체육센터,개방화장실,제주특별자치도 제주특별자치도 서귀포시 서호남로 19-30,,정시,"화,수,목,금: 06:00~22:00 토,일,공휴일: 06:00~18:00",Y,0647603640,33.2525461,126.5161895
모구리야영장(일출봉영지),개방화장실,제주특별자치도 서귀포시 성산읍 서성일로 260,,상시,,Y,0647603408,33.4066282,126.8221590
망오름 인근,개방화장실,제주특별자치도 서귀포시 표선면토산리산23,,상시,,Y,0647603943,33.3221632,126.7684556
시흥초 인근,개방화장실,제주특별자치도 서귀포시 성산읍 시흥상동로 102,,상시,,Y,0647603943,33.4776046,126.8961074
남원청소년 문화의집,개방화장실,제주특별자치도 남원읍 남원체육관로 221번길16,,정시,09:00~18:00,Y,0647603404,33.2809667,126.7090918
오조리사무소,개방화장실,제주특별자치도 서귀포시 성산읍 오조로 85,,정시,09:00~18:00,N,0647603943,33.4614858,126.9149870
중문동주민센터,개방화장실,제주특별자치도 서귀포시 1100로 30,,정시,09:00~18:00,Y,0647604812,33.2533314,126.4336391
신천리 어촌계 화장실,개방화장실,제주특별자치도 서귀포시 성산읍 신천서로 87,,상시,,Y,0647604281,33.3395109,126.8553881
문화공원 공중화장실,개방화장실,제주특별자치도 서귀포시 강정동 176,,상시,,Y,0647603193,33.2507298,126.5079737
모구리야영장(체력단련장),개방화장실,제주특별자치도 서귀포시 성산읍 서성일로 260,,상시,,Y,0647603408,33.4066282,126.8221590
영천동주민센터외부화장실,개방화장실,제주특별자치도 서귀포시 토평로 15,,상시,,Y,0647604655,33.2687603,126.5866437
서귀포시노인복지회관,개방화장실,제주특별자치도 서귀포시 태평로537번길 40-9,,상시,,Y,0647602382,33.2539881,126.5706960
칠십리공원 공중화장실(1),개방화장실,제주특별자치도 서귀포시 서홍동 574-1,,상시,,Y,0647603193,33.2466767,126.5534705
치유의 숲 중간 화장실,개방화장실,제주특별자치도 서귀포시 산록남로 2271,,상시,,Y,0647603773,33.2919386,126.5279023
토계촌,개방화장실,제주특별자치도 서귀포시 일주동로 8884(호근동),,상시,,N,0647603943,33.2549553,126.5398841
애기업은돌체육공원,개방화장실,제주특별자치도 서귀포시 신효동 657-2,,상시,,Y,0647606535,33.2666736,126.6107291
올레 쉼터,개방화장실,제주특별자치도 일주동로5661번길 97,,상시,,Y,0647604463,33.3325352,126.8435202
대천동주민센터,개방화장실,제주특별자치도 서귀포시 도순로 44(도순동),,정시,09:00~18:00,Y,0647604797,33.2507621,126.4775399
거린사슴전망대,개방화장실,제주특별자치도 서귀포시 대포동 산2-1,,상시,,Y,0647606535,33.3065802,126.4516621
바람모루공원 공중화장실,개방화장실,제주특별자치도 서귀포시 서호동 1601,,상시,,Y,0647603193,33.2524789,126.5175541
