주차장관리번호,주차장명,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,요금정보,위도,경도
405-2-001201,아라일동 6051-7,노외,,제주특별자치도 제주시 아라일동 6051-7,18,무료,33.4733364,126.540128
405-2-001202,아라일동 6054-9,노외,,제주특별자치도 제주시 아라일동 6054-9,9,무료,33.4722824,126.5407801
405-2-001203,아라일동 6059,노외,,제주특별자치도 제주시 아라일동 6059,18,무료,33.4717778,126.5402436
405-2-001204,아라일동 6061,노외,,제주특별자치도 제주시 아라일동 6061,15,무료,33.4701223,126.5404778
405-2-001205,아라일동 6063-8,노외,,제주특별자치도 제주시 아라일동 6063-8,8,무료,33.4694092,126.5413875
405-2-001206,아라일동 6064-4,노외,,제주특별자치도 제주시 아라일동 6064-4,22,무료,33.4693824,126.5427538
405-2-001207,아라일동 6067,노외,,제주특별자치도 제주시 아라일동 6067,19,무료,33.4707038,126.5418777
405-2-001208,아라일동 6067-1,노외,,제주특별자치도 제주시 아라일동 6067-1,19,무료,33.4707241,126.5420535
405-2-001209,아라일동 6068-9,노외,,제주특별자치도 제주시 아라일동 6068-9,23,무료,33.471044,126.5430688
405-2-001210,아라일동 6075-6,노외,,제주특별자치도 제주시 아라일동 6075-6,22,무료,33.4700928,126.5442959
405-2-001211,아라일동 6083-3,노외,,제주특별자치도 제주시 아라일동 6083-3,32,유료,33.4719993,126.5441532
405-2-001212,아라일동 6084-7,노외,,제주특별자치도 제주시 아라일동 6084-7,23,유료,33.4721414,126.5436196
405-2-001213,아라일동 6090-11,노외,,제주특별자치도 제주시 아라일동 6090-11,14,무료,33.4731313,126.5445751
405-2-001214,아라일동 6090-8,노외,,제주특별자치도 제주시 아라일동 6090-8,14,무료,33.4726111,126.5445775
405-2-001215,아라일동 6090-9,노외,,제주특별자치도 제주시 아라일동 6090-9,14,무료,33.4727251,126.5445769
405-2-001216,아라일동 6091-8,노외,,제주특별자치도 제주시 아라일동 6091-8,19,무료,33.4729255,126.5451045
405-2-001217,아란길,노외,,제주특별자치도 제주시 아라일동 6093-4,54,유료,33.4735974,126.5447721
405-2-001218,아라일동 6095-2,노외,,제주특별자치도 제주시 아라일동 6095-2,15,무료,33.4748317,126.5443565
405-2-001219,아라일동 6095-3,노외,,제주특별자치도 제주시 아라일동 6095-3,17,무료,33.4748322,126.544526
405-2-001220,아라일동 6096,노외,,제주특별자치도 제주시 아라일동 6096,32,무료,33.4752225,126.5438843
405-2-001221,아라일동 6097-18,노외,,제주특별자치도 제주시 아라일동 6097-18,13,무료,33.4746174,126.5437325
405-2-001222,"아라일동 6097-24, 6097-30",노외,,제주특별자치도 제주시 아라일동 6097-24,27,무료,33.4746688,126.542429
405-2-001223,아라동주민센터,노외,,제주특별자치도 제주시 아라일동 6103-6,25,유료,33.4763046,126.5449897
405-2-001224,아라일동 6105-20,노외,,제주특별자치도 제주시 아라일동 6105-20,21,무료,33.4746707,126.5464425
405-2-001225,아라일동 6105-21,노외,,제주특별자치도 제주시 아라일동 6105-21,14,무료,33.4746703,126.5462549
405-2-001226,아라일동 6106-11,노외,,제주특별자치도 제주시 아라일동 6106-11,17,무료,33.4751923,126.5473237
405-2-001227,아라일동 6106-3,노외,,제주특별자치도 제주시 아라일동 6106-3,17,유료,33.475195,126.5465308
405-2-001228,아라일동 6107-13,노외,,제주특별자치도 제주시 아라일동 6107-13,13,무료,33.4755481,126.5472672
405-2-001229,아라일동 6107-5,노외,,제주특별자치도 제주시 아라일동 6107-5,6,무료,33.4756946,126.5466063
405-2-001230,아라일동 6108-6,노외,,제주특별자치도 제주시 아라일동 6108-6,12,무료,33.4761499,126.5471698
405-2-001231,아라일동 6109-10,노외,,제주특별자치도 제주시 아라일동 6109-10,20,무료,33.4765365,126.5474307
405-2-001232,아라일동 6110-6,노외,,제주특별자치도 제주시 아라일동 6110-6,18,무료,33.4771127,126.5489123
405-2-001233,아라일동 6111,노외,,제주특별자치도 제주시 아라일동 6111,42,유료,33.4764798,126.5486955
405-2-001234,"아라일동 6112-14, 15",노외,,제주특별자치도 제주시 아라일동 6112-14,17,무료,33.4759565,126.5486382
405-2-001235,아라일동 6112-5,노외,,제주특별자치도 제주시 아라일동 6112-5,8,무료,33.4761555,126.5486275
405-2-001236,아라일동 6114-5,노외,,제주특별자치도 제주시 아라일동 6114-5,22,유료,33.4751984,126.5485874
405-2-001237,아라일동 6116-2,노외,,제주특별자치도 제주시 아라일동 6116-2,22,무료,33.4749015,126.5493275
405-2-001238,아라일동 6116-3,노외,,제주특별자치도 제주시 아라일동 6116-3,21,무료,33.4749664,126.5495525
405-2-001239,아라일동 6116-4,노외,,제주특별자치도 제주시 아라일동 6116-4,11,무료,33.4749509,126.5497705
405-2-001240,아라일동 6117-10,노외,,제주특별자치도 제주시 아라일동 6117-10,7,무료,33.4753473,126.5495548
405-2-001241,아라일동 6117-11,노외,,제주특별자치도 제주시 아라일동 6117-11,14,무료,33.4754916,126.5495541
405-2-001242,아라일동 6117-12,노외,,제주특별자치도 제주시 아라일동 6117-12,14,무료,33.4756544,126.5495567
405-2-001243,아라일동 6117-13,노외,,제주특별자치도 제주시 아라일동 6117-13,12,무료,33.4758119,126.549542
405-2-001244,아라일동 6117-4,노외,,제주특별자치도 제주시 아라일동 6117-4,8,무료,33.4758121,126.5497487
405-2-001245,아라일동 6117-5,노외,,제주특별자치도 제주시 아라일동 6117-5,14,무료,33.4756549,126.5497634
405-2-001246,아라일동 6120,노외,,제주특별자치도 제주시 아라일동 6120,12,무료,33.4774033,126.5490749
405-2-001247,아라일동 6120-7,노외,,제주특별자치도 제주시 아라일동 6120-7,2,무료,33.4772166,126.5491356
405-2-001248,아라일동 6123,노외,,제주특별자치도 제주시 아라일동 6123,25,유료,33.4738181,126.5516867
405-2-001249,아라일동 6128-4,노외,,제주특별자치도 제주시 아라일동 6128-4,24,무료,33.4738104,126.5497041
405-2-001250,아라일동 6129-7,노외,,제주특별자치도 제주시 아라일동 6129-7,16,무료,33.4731595,126.5497651
405-2-001251,아라일동 6131,노외,,제주특별자치도 제주시 아라일동 6131,35,무료,33.4726813,126.5478719
405-2-001252,아라일동 6131-1,노외,,제주특별자치도 제주시 아라일동 6131-1,14,무료,33.4728693,126.5480827
405-2-001253,아라일동 6133-11,노외,,제주특별자치도 제주시 아라일동 6133-11,14,무료,33.4736882,126.547815
405-2-001254,아라일동 6140-4,노외,,제주특별자치도 제주시 아라일동 6140-4,62,무료,33.4703093,126.5469013
405-2-001256,아라일동 6147-10,노외,,제주특별자치도 제주시 아라일동 6147-10,21,무료,33.4722435,126.546952
405-2-001257,아라일동 6147-5,노외,,제주특별자치도 제주시 아라일동 6147-5,13,무료,33.4721378,126.547553
405-2-001258,아라일동 6149-8,노외,,제주특별자치도 제주시 아라일동 6149-8,6,무료,33.471703,126.5485845
405-2-001259,아라일동 6149-9,노외,,제주특별자치도 제주시 아라일동 6149-9,16,무료,33.4717026,126.548442
405-2-001260,아라일동 6152-3,노외,,제주특별자치도 제주시 아라일동 6152-3,7,무료,33.470613,126.5494443
405-2-001261,아라일동 6152-4,노외,,제주특별자치도 제주시 아라일동 6152-4,7,무료,33.4706688,126.5495566
405-2-001262,아라일동 6152-5,노외,,제주특별자치도 제주시 아라일동 6152-5,7,무료,33.4707258,126.5496711
405-2-001263,아라일동 6154-11,노외,,제주특별자치도 제주시 아라일동 6154-11,12,무료,33.4710892,126.5498123
405-2-001264,아라일동 6157-14,노외,,제주특별자치도 제주시 아라일동 6157-14,17,무료,33.4722097,126.5501664
405-2-001265,아라일동 6158,노외,,제주특별자치도 제주시 아라일동 6158,6,무료,,
405-2-001266,아라일동 6158-1,노외,,제주특별자치도 제주시 아라일동 6158-1,7,무료,33.4723557,126.5508527
405-2-001267,아라일동 6158-15,노외,,제주특별자치도 제주시 아라일동 6158-15,10,무료,33.4721813,126.550854
405-2-001268,아라일동 6158-16,노외,,제주특별자치도 제주시 아라일동 6158-16,10,무료,33.4721964,126.5506991
405-2-001269,아라일동 6159,노외,,제주특별자치도 제주시 아라일동 6159,47,무료,33.4717763,126.5508553
405-2-001270,아라신설로4길제1,노외,,제주특별자치도 제주시 아라이동 3002-1,20,유료,33.4935492,126.542469
405-2-001271,아라신설로4길제2,노외,,제주특별자치도 제주시 아라이동 3002-9,19,유료,33.492711,126.5432949
405-2-001272,아라이동 3005-10,노외,,제주특별자치도 제주시 아라이동 3005-10,9,무료,33.4923794,126.5444781
405-2-001273,아라이동 3008-1,노외,,제주특별자치도 제주시 아라이동 3008-1,19,유료,33.4916431,126.5443067
405-2-001274,아라이동 3013-1,노외,,제주특별자치도 제주시 아라이동 3013-1,18,무료,33.4929141,126.5414259
405-2-001275,아라이동 3013-11,노외,,제주특별자치도 제주시 아라이동 3013-11,17,무료,33.4919956,126.5423308
405-2-001276,아라이동 3013-12,노외,,제주특별자치도 제주시 아라이동 3013-12,10,무료,33.4920589,126.5421422
405-2-001277,아라이동 3014-3,노외,,제주특별자치도 제주시 아라이동 3014-3,11,무료,33.4933426,126.5410472
405-2-001278,아라이동 941-7,노외,,제주특별자치도 제주시 아라이동 941-7,13,무료,33.4783037,126.5528925
405-2-001279,영평동 2169-6,노외,,제주특별자치도 제주시 영평동 2169-6,17,무료,33.4540657,126.5716995
405-2-001280,아라이동 3014-9,노외,,제주특별자치도 제주시 아라이동 3014-9,17,무료,33.4935668,126.5411988
405-2-001281,아라일동 6105-14,노외,,제주특별자치도 제주시 아라일동 6105-14,13,무료,33.4746887,126.5475031
405-1-001282,"간월동로 5길 36, 70",노상,제주특별자치도 제주시 간월동로 5길 36,,26,무료,33.4902407,126.5490884
405-1-001283,"기자길 26, 38",노상,제주특별자치도 제주시 기자길 26,,11,무료,33.483771,126.5444644
405-2-001284,아라일동 6105-8,노외,,제주특별자치도 제주시 아라일동 6105-8,9,무료,33.4749096,126.546591
405-2-001286,오라일동 2440-12,노외,,제주특별자치도 제주시 오라일동 2440-12,14,유료,33.4995952,126.5135555
405-2-001287,오라일동 2453-132453-14,노외,,제주특별자치도 제주시 오라일동 2453-13,10,무료,33.4965449,126.5205725
405-2-001288,"오라이동 1375-1,1376",노외,,제주특별자치도 제주시 오라이동 1375-1,22,무료,33.489533,126.5125031
405-2-001289,오라이동 13831383-2,노외,,제주특별자치도 제주시 오라이동 1383,7,무료,33.4889308,126.5136995
405-2-001290,오라이동 1397-7,노외,,제주특별자치도 제주시 오라이동 1397-7,10,무료,33.4895617,126.5143536
405-2-001291,사평 제1,노외,,제주특별자치도 제주시 오라이동 1326,18,유료,33.4916289,126.5119355
405-1-001292,"서사로 161, 187",노상,제주특별자치도 제주시 서사로 161,,19,무료,33.4978984,126.5199695
405-1-001293,"서사로25길 6, 신성로 9-1",노상,제주특별자치도 제주시 서사로25길 6,,32,무료,33.4977257,126.520244
405-1-001294,공설로5길 20,노상,제주특별자치도 제주시 공설로5길 20,,2,무료,33.497919,126.5185191
405-1-001295,"공설로 23, 서사로 160",노상,제주특별자치도 제주시 공설로 23,,29,무료,33.4979179,126.516913
405-1-001296,"오라일동 1025, 오라로 115",노상,,제주특별자치도 제주시 오라일동 1025,59,무료,,
405-1-001297,"오라이동 2178-3, 1197",노상,,제주특별자치도 제주시 오라이동 2178-3,5,무료,33.4924183,126.5112334
405-1-001298,사평4길 8,노상,제주특별자치도 제주시 사평4길 8,,2,무료,33.4921229,126.5114677
405-1-001299,사평6길 37-15,노상,제주특별자치도 제주시 사평6길 37-15,,2,무료,33.4898043,126.5151456
405-2-001300,오라일동 2454-3,노외,,제주특별자치도 제주시 오라일동 2454-3,24,무료,33.4956722,126.5201018
405-2-001302,"오라이동 1384, 13851385-1",노외,,제주특별자치도 제주시 오라이동 1384,34,무료,33.4889203,126.5138382
405-2-001303,오라이동 1942-1,노외,,제주특별자치도 제주시 오라이동 1942-1,18,무료,33.4867526,126.5068554
405-2-001304,연동 1370-2,노외,,제주특별자치도 제주시 연동 1370-2,21,무료,33.4815619,126.4879616
405-2-001305,연동 1398-1,노외,,제주특별자치도 제주시 연동 1398-1,15,무료,33.4812345,126.4880263
405-2-001306,연동 1458-2,노외,,제주특별자치도 제주시 연동 1458-2,17,유료,33.4811577,126.4907795
405-2-001307,연동 1492-2,노외,,제주특별자치도 제주시 연동 1492-2,10,무료,33.4801085,126.4922175
405-2-001308,연동 국기로제1,노외,,제주특별자치도 제주시 연동 1499,30,유료,33.4786707,126.4905725
405-2-001309,연동 1504,노외,,제주특별자치도 제주시 연동 1504,18,무료,33.4799075,126.4913882
405-2-001310,연동 국기로제2,노외,,제주특별자치도 제주시 연동 1517,26,유료,33.4783711,126.4903325
405-2-001311,연동 1518-17,노외,,제주특별자치도 제주시 연동 1518-17,9,무료,33.4783326,126.4892308
405-2-001312,연화로,노외,,제주특별자치도 제주시 연동 1519-2,98,유료,33.4776789,126.4892881
405-2-001313,연동 1528-7,노외,,제주특별자치도 제주시 연동 1528-7,9,무료,33.4769069,126.4885874
405-2-001314,연동 1957-1,노외,,제주특별자치도 제주시 연동 1957-1,4,무료,33.4916114,126.4823605
405-2-001315,연동 2303-11,노외,,제주특별자치도 제주시 연동 2303-11,7,무료,33.4934001,126.4854893
405-2-001316,연동 도령북길,노외,,제주특별자치도 제주시 연동 2305-7,26,유료,33.4933634,126.4872608
405-2-001317,성신로,노외,,제주특별자치도 제주시 연동 2322-7,60,유료,33.4910803,126.4860221
405-2-001318,"연동 260-43, 260-54",노외,,제주특별자치도 제주시 연동 260-43,36,무료,33.4903936,126.4890991
405-2-001319,신제주,노외,,제주특별자치도 제주시 연동 272-31,466,유료,33.4890345,126.491463
405-2-001320,연동 290-32,노외,,제주특별자치도 제주시 연동 290-32,18,무료,33.4934619,126.4949237
405-2-001321,연동 291-21,노외,,제주특별자치도 제주시 연동 291-21,8,무료,33.4906896,126.4954227
405-2-001322,연동 299-13,노외,,제주특별자치도 제주시 연동 299-13,26,무료,33.4829638,126.4948249
405-2-001323,연동 308-3,노외,,제주특별자치도 제주시 연동 308-3,13,무료,33.4831611,126.4966751
405-2-001324,"연동 310-27, 88, 89",노외,,제주특별자치도 제주시 연동 310-27,58,무료,33.4927296,126.4992913
405-2-001325,연동 311-34,노외,,제주특별자치도 제주시 연동 311-34,26,무료,33.4914034,126.4991188
405-2-001326,연동 312-15,노외,,제주특별자치도 제주시 연동 312-15,11,무료,33.4877919,126.4995586
405-2-001327,연동 312-34,노외,,제주특별자치도 제주시 연동 312-34,9,무료,33.4884477,126.4991231
405-2-001328,연동 312-40,노외,,제주특별자치도 제주시 연동 312-40,18,무료,33.4878206,126.4978661
405-2-001329,연동 313-29,노외,,제주특별자치도 제주시 연동 313-29,10,무료,,
405-2-001330,연동 321-4,노외,,제주특별자치도 제주시 연동 321-4,21,무료,33.4913716,126.5007289
405-2-001331,연동 321-5,노외,,제주특별자치도 제주시 연동 321-5,14,무료,33.4916056,126.5007571
405-1-001332,"남녕로8길 3-5, 남녕로 54",노상,제주특별자치도 제주시 남녕로8길 3-5,,5,무료,33.4924502,126.479677
405-1-001333,남녕로8길 10,노상,제주특별자치도 제주시 남녕로8길 10,,4,무료,33.4922173,126.4803835
405-1-001334,도령로 65,노상,제주특별자치도 제주시 도령로 65,,4,무료,33.4902662,126.4849197
405-1-001335,도령로 65,노상,제주특별자치도 제주시 도령로 65,,11,무료,33.4902662,126.4849197
405-1-001336,도령북길 7,노상,제주특별자치도 제주시 도령북길 7,,4,무료,33.4932607,126.4853406
405-1-001337,신광로6길 38,노상,제주특별자치도 제주시 신광로6길 38,,21,무료,33.4881345,126.4862993
405-1-001338,신광로6길 26,노상,제주특별자치도 제주시 신광로6길 26,,16,무료,33.4880982,126.4870525
405-1-001339,신광로6길 37,노상,제주특별자치도 제주시 신광로6길 37,,8,무료,33.4878777,126.4858481
405-1-001340,신광로6길 25,노상,제주특별자치도 제주시 신광로6길 25,,18,무료,33.4878255,126.4877023
405-1-001341,연동4길 32,노상,제주특별자치도 제주시 연동4길 32,,11,무료,33.4831595,126.4874659
405-1-001342,"연동4길 25, 6길 28",노상,제주특별자치도 제주시 연동4길 25,,16,무료,33.4837077,126.4882461
405-1-001343,연동 266-2,노상,,제주특별자치도 제주시 연동 266-2,4,무료,,
405-1-001344,연동4길 36,노상,제주특별자치도 제주시 연동4길 36,,15,무료,33.4826692,126.4873067
405-1-001345,"연동4길 29, 연동 266-2",노상,제주특별자치도 제주시 연동4길 29,,7,무료,33.4831874,126.488012
405-1-001346,신대로8길 42,노상,제주특별자치도 제주시 신대로8길 42,,5,무료,33.4929819,126.4925297
405-1-001347,"신광로1길 25, 신대로8길 46",노상,제주특별자치도 제주시 신광로1길 25,,6,무료,33.4928543,126.4921405
405-1-001348,"신광로1길 17, 8길 40",노상,제주특별자치도 제주시 신광로1길 17,,11,무료,33.4929487,126.4929838
405-1-001349,신대로10길 48-9,노상,제주특별자치도 제주시 신대로10길 48-9,,20,무료,,
405-1-001350,신대로10길 48-9,노상,제주특별자치도 제주시 신대로10길 48-9,,6,무료,,
405-1-001351,신대로10길 48-9,노상,제주특별자치도 제주시 신대로10길 48-9,,8,무료,,
405-1-001352,"삼무로7길 9, 신광로1길 3",노상,제주특별자치도 제주시 삼무로7길 9,,5,무료,33.4928726,126.4936166
405-1-001353,"삼무로7길 13, 11길 10",노상,제주특별자치도 제주시 삼무로7길 13,,14,무료,33.492627,126.4935881
405-1-001354,"신대로6길 29, 삼무로11길 16",노상,제주특별자치도 제주시 신대로6길 29,,13,무료,33.4923465,126.4937276
405-1-001355,"신대로 60, 연동 301-9",노상,제주특별자치도 제주시 신대로 60,,28,무료,33.4921507,126.4963935
405-1-001356,신제주로터리,노상,,제주특별자치도 제주시 연동 301(위탁),14,무료,33.4905735,126.4966538
405-1-001357,삼무로 67,노상,제주특별자치도 제주시 삼무로 67,,10,무료,33.4901256,126.4939002
405-1-001358,"연동 302-1, 신대로 104",노상,,제주특별자치도 제주시 연동 302-1,28,무료,,
405-1-001359,"연동11길 13, 은남길 14",노상,제주특별자치도 제주시 연동11길 13,,21,무료,33.4885594,126.4934453
405-1-001360,은남길 14,노상,제주특별자치도 제주시 은남길 14,,2,무료,33.4884912,126.4956734
405-1-001361,"신대로16길 30, 22",노상,제주특별자치도 제주시 신대로16길 30,,5,무료,33.4869505,126.4935757
405-1-001363,연문2길 5,노상,제주특별자치도 제주시 연문2길 5,,2,무료,33.4927278,126.4988835
405-1-001364,연삼로 64,노상,제주특별자치도 제주시 연삼로 64,,12,무료,33.4932301,126.4990199
405-1-001365,"신대로5길 34, 42",노상,제주특별자치도 제주시 신대로5길 34,,4,무료,33.4927175,126.5001991
405-1-001366,신대로5길 46,노상,제주특별자치도 제주시 신대로5길 46,,1,무료,33.4925762,126.5014951
405-1-001367,"연문6길 1, 11",노상,제주특별자치도 제주시 연문6길 1,,11,무료,33.4930246,126.5014814
405-1-001368,"신대로5길 22, 귀아랑1길 25",노상,제주특별자치도 제주시 신대로5길 22,,18,무료,33.4925824,126.4990626
405-1-001369,신대로7길 33,노상,제주특별자치도 제주시 신대로7길 33,,1,무료,33.4918672,126.5003511
405-1-001370,"연문6길 18, 신대로7길 41",노상,제주특별자치도 제주시 연문6길 18,,3,무료,33.4919434,126.5010934
405-1-001371,"연문6길 17, 신대로7길 45",노상,제주특별자치도 제주시 연문6길 17,,3,무료,33.4918701,126.5014111
405-1-001372,"귀아랑2길 1, 연문4길 27",노상,제주특별자치도 제주시 귀아랑2길 1,,15,무료,33.4914874,126.4977189
405-1-001373,문연로 13,노상,제주특별자치도 제주시 문연로 13,,10,무료,33.4904403,126.4995628
405-1-001374,문연로 27,노상,제주특별자치도 제주시 문연로 27,,12,무료,33.4900951,126.5006931
405-1-001375,"신대로9길 39, 45",노상,제주특별자치도 제주시 신대로9길 39,,10,무료,33.4908633,126.5008812
405-1-001376,문연로 5,노상,제주특별자치도 제주시 문연로 5,,14,무료,33.4901159,126.4983552
405-1-001377,도청 서측,노상,,제주특별자치도 제주시 연동 302-2,29,유료,,
405-1-001378,문연로 18,노상,제주특별자치도 제주시 문연로 18,,14,무료,33.4887071,126.4990608
405-1-001379,"문연로 30, 문연로 36",노상,제주특별자치도 제주시 문연로 30,,19,무료,33.4893693,126.5005523
405-1-001380,"문연로 6, 선덕로5길 18",노상,제주특별자치도 제주시 문연로 6,,19,무료,33.4882207,126.4977225
405-1-001381,신대로13길 37,노상,제주특별자치도 제주시 신대로13길 37,,10,무료,33.4878828,126.5006952
405-1-001382,문송1길 34,노상,제주특별자치도 제주시 문송1길 34,,1,무료,33.4879318,126.5009895
405-1-001383,"신대로 109, 연동 303-28",노상,제주특별자치도 제주시 신대로 109,,14,무료,33.4869614,126.4971149
405-1-001384,"선덕로5길 20, 선덕로3길 18",노상,제주특별자치도 제주시 선덕로5길 20,,4,무료,33.4880032,126.4997043
405-1-001385,"문송2길 14, 선덕로 23",노상,제주특별자치도 제주시 문송2길 14,,18,무료,33.4869668,126.4987487
405-1-001386,"신대로13길 44, 연동 323-27",노상,제주특별자치도 제주시 신대로13길 44,,6,무료,33.487429,126.501008
405-1-001387,선덕로5길 37,노상,제주특별자치도 제주시 선덕로5길 37,,14,무료,33.4867589,126.5006626
405-1-001388,신대로15길 6,노상,제주특별자치도 제주시 신대로15길 6,,2,무료,33.4866194,126.4976008
405-1-001389,"신대로15길 8, 선덕로 23",노상,제주특별자치도 제주시 신대로15길 8,,17,무료,33.4866171,126.497779
405-1-001390,"문송길 37-3, 선덕로3길 5",노상,제주특별자치도 제주시 문송길 37-3,,9,무료,33.4863295,126.4976778
405-1-001391,"비월길 5, 선덕로4길 4",노상,제주특별자치도 제주시 비월길 5,,10,무료,33.4851836,126.4973289
405-1-001392,"선덕로4길 1, 신대로17길 21",노상,제주특별자치도 제주시 선덕로4길 1,,7,무료,33.4853196,126.4987088
405-1-001393,"신대로17길 5, 29",노상,제주특별자치도 제주시 신대로17길 5,,18,무료,33.4847634,126.4973367
405-1-001394,선덕로 36,노상,제주특별자치도 제주시 선덕로 36,,4,무료,33.4853638,126.5005866
405-1-001395,"선덕로4길 14, 16",노상,제주특별자치도 제주시 선덕로4길 14,,4,무료,33.484388,126.4984174
405-1-001396,"비월2길 10-1, 선덕로6길 20",노상,제주특별자치도 제주시 비월2길 10-1,,12,무료,33.4838883,126.4981618
405-1-001397,"선덕로4길 25, 25-3",노상,제주특별자치도 제주시 선덕로4길 25,,5,무료,33.4832418,126.4986644
405-1-001398,"선덕로6길 27-1, 27-3",노상,제주특별자치도 제주시 선덕로6길 27-1,,2,무료,33.4832014,126.4999827
405-1-001399,선덕로6길 36,노상,제주특별자치도 제주시 선덕로6길 36,,3,무료,33.4825277,126.499425
405-2-001402,연동 1370,노외,,제주특별자치도 제주시 연동 1370,16,무료,33.4815668,126.4875257
405-2-001403,연동 262-63,노외,,제주특별자치도 제주시 연동 262-63,8,무료,33.4873493,126.4884384
405-2-001404,연동 1373-2,노외,,제주특별자치도 제주시 연동 1373-2,38,유료,33.4821397,126.4928014
405-2-001405,연동 1374-1,노외,,제주특별자치도 제주시 연동 1374-1,12,무료,33.4814725,126.4913712
405-2-001406,연동 304-20,노외,,제주특별자치도 제주시 연동 304-20,12,무료,33.4852057,126.4967611
405-2-001407,"연동 314-8, 314-106",노외,,제주특별자치도 제주시 연동 314-8,22,무료,33.4851735,126.4982389
405-2-001408,"연동 291-19, 291-23",노외,,제주특별자치도 제주시 연동 291-19,10,유료,33.4906082,126.4953154
405-2-001409,연동 290-21,노외,,제주특별자치도 제주시 연동 290-21,17,무료,33.4928358,126.4945663
405-2-001410,연동 2448-7,노외,,제주특별자치도 제주시 연동 2448-7,10,무료,33.494924,126.4843702
405-2-001411,노형동 1039-15,노외,,제주특별자치도 제주시 노형동 1039-15,10,무료,33.4902935,126.4768655
405-2-001412,노형 제3,노외,,제주특별자치도 제주시 노형동 1043-1,123,유료,33.4895973,126.476496
405-2-001413,노형동 1048-2,노외,,제주특별자치도 제주시 노형동 1048-2,14,무료,33.491132,126.4790689
405-2-001414,월랑마을 제1,노외,,제주특별자치도 제주시 노형동 1280-4,17,유료,33.4870243,126.4786623
405-2-001415,노형동 1280-8,노외,,제주특별자치도 제주시 노형동 1280-8,9,무료,33.4874218,126.4784024
405-2-001416,노형 제1,노외,,제주특별자치도 제주시 노형동 1282-1,64,유료,33.4863942,126.4777136
405-2-001417,월랑마을 제2,노외,,제주특별자치도 제주시 노형동 1289-4,28,유료,33.4867583,126.4789648
405-2-001418,노형 제2,노외,,제주특별자치도 제주시 노형동 1290-3,140,유료,33.4872972,126.4798118
405-2-001419,노형동 1293-2,노외,,제주특별자치도 제주시 노형동 1293-2,22,유료,33.4886927,126.4823887
405-2-001420,종남,노외,,제주특별자치도 제주시 노형동 2512-1,61,유료,33.4841771,126.4714328
405-2-001421,웅전,노외,,제주특별자치도 제주시 노형동 2517-1,80,유료,33.4825149,126.4718778
405-2-001422,수덕,노외,,제주특별자치도 제주시 노형동 2534-3,48,유료,33.4836153,126.4743019
405-2-001423,서가름,노외,,제주특별자치도 제주시 노형동 2575-1,40,유료,33.4906206,126.4731588
405-2-001424,노형 제4,노외,,제주특별자치도 제주시 노형동 2580-1,46,유료,33.4889708,126.4750287
405-2-001425,노형동 2589-1,노외,,제주특별자치도 제주시 노형동 2589-1,26,유료,33.483555,126.4701118
405-2-001426,노형동 2591-11,노외,,제주특별자치도 제주시 노형동 2591-11,10,무료,33.4826833,126.470673
405-2-001427,노형동 2591-4,노외,,제주특별자치도 제주시 노형동 2591-4,10,무료,33.4825989,126.4705634
405-2-001428,노형동 2593-3,노외,,제주특별자치도 제주시 노형동 2593-3,7,무료,33.4817666,126.4712121
405-2-001429,노형동 2595-7,노외,,제주특별자치도 제주시 노형동 2595-7,25,유료,33.481813,126.4719921
405-2-001430,정존,노외,,제주특별자치도 제주시 노형동 2612-2,160,유료,33.4854762,126.4747532
405-2-001431,노형로,노외,,제주특별자치도 제주시 노형동 3780,41,유료,33.4849028,126.4781843
405-2-001432,노형동 3780-8,노외,,제주특별자치도 제주시 노형동 3780-8,37,무료,33.484802,126.4779371
405-2-001433,초남,노외,,제주특별자치도 제주시 노형동 3782,56,유료,33.4841885,126.4786565
405-2-001434,"노형동 3786-3, 3786-4",노외,,제주특별자치도 제주시 노형동 3786-3,17,무료,33.4836955,126.4787214
405-2-001435,노형동 3786-5,노외,,제주특별자치도 제주시 노형동 3786-5,10,무료,33.4835925,126.4784717
405-2-001436,노형동 3787-6,노외,,제주특별자치도 제주시 노형동 3787-6,14,무료,33.4839735,126.4775154
405-2-001437,노형동 3789-6,노외,,제주특별자치도 제주시 노형동 3789-6,15,무료,33.4834705,126.4775257
405-2-001438,노형동 3791-4,노외,,제주특별자치도 제주시 노형동 3791-4,19,무료,33.4824546,126.4786599
405-2-001439,노형동 3792,노외,,제주특별자치도 제주시 노형동 3792,14,유료,33.4830207,126.4778549
405-2-001440,노형 제5,노외,,제주특별자치도 제주시 노형동 3793,136,유료,33.4832771,126.4768205
405-2-001441,노형동 3794-7,노외,,제주특별자치도 제주시 노형동 3794-7,19,무료,33.4825911,126.476115
405-2-001442,노형동 3794-8,노외,,제주특별자치도 제주시 노형동 3794-8,12,무료,33.4825142,126.4762325
405-2-001443,노형동 3795-4,노외,,제주특별자치도 제주시 노형동 3795-4,19,무료,33.4823761,126.4759331
405-2-001444,노형동 3796-5,노외,,제주특별자치도 제주시 노형동 3796-5,15,무료,33.4815487,126.4777658
405-2-001445,노형동 3798-8,노외,,제주특별자치도 제주시 노형동 3798-8,14,무료,33.4799927,126.4781784
405-2-001446,노형동 3800-6,노외,,제주특별자치도 제주시 노형동 3800-6,64,무료,33.480331,126.4775801
